0.9997,0.9981,0.9986
1.0079,1.0053,1.007
1.0012,0.9991,0.9998
1.005,0.9955,0.9997
1.0025,0.9905,0.9989
1.0086,0.9947,0.9963
1.0044,0.995,1.0018
1.0154,1.0061,1.0146
1.0217,1.0138,1.017
1.0411,1.0167,1.0379
1.0406,1.0329,1.0384
1.0465,1.034,1.0451
1.0537,1.0375,1.0497
1.0499,1.0371,1.038
1.0445,1.0352,1.043
1.0451,1.0317,1.0326
1.0409,1.0225,1.0231
1.0279,1.0209,1.0263
1.0358,1.0163,1.0334
1.0319,1.0213,1.0213
1.0298,1.021,1.0264
1.0339,1.0223,1.0223
1.0318,1.0242,1.03
1.0397,1.03,1.039
1.0479,1.0373,1.0474
1.0485,1.0412,1.0418
1.0431,1.0335,1.0403
1.0514,1.0395,1.0484
1.0579,1.0462,1.0575
1.0608,1.052,1.0531
1.0572,1.0421,1.0447
1.0469,1.0248,1.025
1.0293,1.0195,1.0209
1.0351,1.0205,1.0336
1.0344,1.0274,1.032
1.0382,1.0256,1.0273
1.0294,1.0057,1.0075
1.0125,1.0023,1.004
1.0107,1.0028,1.0078
1.0115,1.0032,1.0086
1.0094,0.9925,0.9951
1.0002,0.9947,0.9996
1.0025,0.9945,0.9996
1.0092,0.998,1.0086
1.0091,0.9995,1.0009
1.0021,0.9932,0.9932
1.0023,0.9964,0.997
0.9989,0.9945,0.9961
1.0123,0.9954,1.0097
1.0122,1.0001,1.0013
1.0019,0.9928,0.9951
0.9961,0.9874,0.9877
0.99,0.9862,0.9887
0.9874,0.9813,0.9847
0.9912,0.9837,0.9904
0.991,0.9815,0.9885
0.9894,0.9788,0.9788
0.9852,0.9779,0.9848
0.9877,0.9831,0.9833
0.9927,0.9832,0.9917
0.9976,0.9885,0.9899
1.0104,0.9765,0.9948
1.0053,0.9897,1.0019
1.0049,0.9984,1.0007
1.0099,0.9987,1.0075
1.0091,1.0037,1.0052
1.0099,1.001,1.0022
1.0308,1.0248,1.0294
1.0368,1.0227,1.0342
1.0458,1.0342,1.0403
1.0411,1.0337,1.0397
1.0497,1.0386,1.0444
1.0475,1.0392,1.0402
1.0427,1.0347,1.0362
1.0441,1.0353,1.0392
1.0495,1.036,1.0383
1.0414,1.0293,1.0379
1.0399,1.034,1.0375
1.0391,1.0244,1.0252
1.0293,1.0177,1.0216
1.0274,1.0212,1.0263
1.0475,1.0218,1.0474
1.0679,1.0445,1.0476
1.0594,1.0466,1.0488
1.0612,1.0486,1.057
1.064,1.0549,1.0587
1.0627,1.0512,1.0532
1.0594,1.0522,1.0583
1.0676,1.0579,1.0661
1.067,1.0617,1.0656
1.066,1.0586,1.0625
1.0705,1.0534,1.0691
1.0701,1.0637,1.0663
1.0663,1.0615,1.0624
1.0652,1.0567,1.0577
1.0638,1.0553,1.0612
1.0635,1.0581,1.0582
1.0588,1.0534,1.0558
1.0623,1.0557,1.0611
1.0638,1.0592,1.0604
1.0617,1.0552,1.0558
1.0572,1.0419,1.0488
1.0522,1.0481,1.0511
1.0675,1.0511,1.0653
1.0656,1.0604,1.0637
1.0681,1.0581,1.0624
1.0646,1.0608,1.0621
1.0685,1.0587,1.0663
1.0795,1.0657,1.0771
1.0857,1.0748,1.0793
1.0804,1.0749,1.0774
1.0895,1.0818,1.0866
1.0955,1.0899,1.092
1.1044,1.0876,1.1018
1.1036,1.0908,1.094
1.1,1.091,1.0997
1.1009,1.0926,1.0966
1.1038,1.0944,1.0954
1.1019,1.0944,1.1002
1.1093,1.0982,1.107
1.1097,1.1025,1.103
1.1091,1.1003,1.1074
1.1123,1.1051,1.1116
1.1298,1.1105,1.1286
1.1436,1.1229,1.1332
1.1355,1.1248,1.1283
1.1388,1.1255,1.1346
1.138,1.132,1.1339
1.1343,1.1244,1.1247
1.1327,1.1187,1.1305
1.136,1.1281,1.1332
1.1473,1.1325,1.1462
1.1525,1.148,1.1519
1.1613,1.1485,1.1598
1.167,1.1544,1.1587
1.159,1.1509,1.1576
1.1637,1.1401,1.1426
1.143,1.1309,1.1309
1.1694,1.1275,1.1672
1.1696,1.1514,1.1591
1.1747,1.1548,1.1725
1.1735,1.159,1.1672
1.1733,1.1614,1.1625
1.1659,1.1556,1.1634
1.1703,1.1589,1.1593
1.164,1.1487,1.149
1.1582,1.1422,1.1545
1.1637,1.1516,1.1568
1.1568,1.1399,1.1415
1.1477,1.138,1.14
1.1403,1.1323,1.1343
1.1573,1.1334,1.1566
1.1663,1.1531,1.157
1.1618,1.1563,1.1613
1.1627,1.1523,1.1583
1.1709,1.1585,1.1666
1.1721,1.1414,1.1542
1.1651,1.1505,1.1573
1.1684,1.1582,1.1684
1.1691,1.1566,1.1622
1.1795,1.1633,1.1779
1.1832,1.1755,1.1798
1.1861,1.1768,1.1777
1.1775,1.1679,1.1735
1.1745,1.1668,1.1731
1.1745,1.1651,1.1652
1.1689,1.1584,1.1689
1.1722,1.1651,1.1652
1.167,1.1529,1.1544
1.168,1.1497,1.1635
1.17,1.1631,1.1693
1.1733,1.1654,1.1696
1.1757,1.1682,1.1692
1.1738,1.1675,1.1701
1.1703,1.1625,1.163
1.1618,1.154,1.1593
1.1622,1.1554,1.1566
1.1574,1.1456,1.147
1.1477,1.1349,1.1359
1.1458,1.1348,1.1396
1.1544,1.1395,1.1527
1.1565,1.1466,1.1476
1.1542,1.1441,1.1542
1.1556,1.1486,1.1498
1.1521,1.1466,1.1483
1.1487,1.14,1.142
1.1449,1.1374,1.1441
1.1466,1.1398,1.1427
1.1535,1.142,1.1522
1.1583,1.1502,1.156
1.1654,1.1578,1.1607
1.1627,1.1456,1.1463
1.1493,1.1412,1.1417
1.15,1.1412,1.1485
1.149,1.1412,1.1414
1.1483,1.1371,1.1442
1.1466,1.1396,1.1419
1.1461,1.1393,1.1446
1.1554,1.1442,1.1548
1.1597,1.1504,1.1516
1.1531,1.1459,1.1493
1.1525,1.1483,1.1523
1.1531,1.1499,1.1509
1.1524,1.1491,1.1508
1.1554,1.1506,1.1539
1.16,1.154,1.1557
1.1687,1.1545,1.1681
1.1719,1.1659,1.1704
1.1727,1.1668,1.1698
1.1693,1.1618,1.1652
1.1672,1.1627,1.1652
1.1713,1.1638,1.1694
1.1714,1.1622,1.164
1.166,1.1567,1.1589
1.1587,1.147,1.1477
1.1554,1.1473,1.1514
1.1665,1.1513,1.1634
1.1682,1.1624,1.1644
1.1691,1.1606,1.1661
1.1668,1.1618,1.1652
1.1654,1.1598,1.1633
1.1637,1.1592,1.1598
1.1645,1.1598,1.1629
1.1752,1.1628,1.1752
1.1836,1.1736,1.1809
1.1829,1.1782,1.18
1.1981,1.1798,1.1956
1.2011,1.1906,1.1999
1.2025,1.1929,1.193
1.1926,1.1874,1.1903
1.1914,1.1857,1.1888
1.1927,1.1817,1.1888
1.1962,1.1838,1.1857
1.1879,1.1838,1.1872
1.1871,1.1755,1.1757
1.1767,1.1684,1.1693
1.1767,1.164,1.1659
1.1721,1.1596,1.1599
1.1672,1.1595,1.163
1.1728,1.1628,1.1682
1.1719,1.161,1.1627
1.1635,1.1512,1.1534
1.1633,1.1504,1.1515
1.16,1.1477,1.1589
1.1616,1.1516,1.1601
1.1621,1.1565,1.1584
1.1594,1.1537,1.1561
1.1559,1.1506,1.1514
1.1574,1.1514,1.1563
1.16,1.1515,1.1515
1.1604,1.1519,1.1592
1.163,1.1534,1.1548
1.1596,1.1487,1.1589
1.1688,1.1582,1.1677
1.1719,1.1661,1.1683
1.1673,1.1614,1.1653
1.1672,1.1623,1.1665
1.1689,1.1636,1.1682
1.1696,1.1631,1.1658
1.1779,1.162,1.1764
1.1789,1.174,1.1749
1.177,1.169,1.169
1.1779,1.1681,1.1777
1.1852,1.1791,1.184
1.189,1.1793,1.1864
1.1895,1.1864,1.1877
1.1888,1.1811,1.1832
1.185,1.1806,1.1838
1.1886,1.1818,1.1831
1.1942,1.1833,1.1932
1.1933,1.1818,1.1822
1.1994,1.1767,1.1954
1.1964,1.1841,1.1843
1.1855,1.178,1.1807
1.1906,1.1793,1.1895
1.1946,1.1855,1.1869
1.1927,1.1857,1.1922
1.1959,1.1901,1.194
1.2066,1.1928,1.2057
1.2112,1.202,1.2066
1.2105,1.2025,1.204
1.2081,1.2012,1.2032
1.2148,1.2023,1.2131
1.2201,1.2113,1.2167
1.2338,1.2154,1.232
1.2328,1.2265,1.2306
1.2361,1.206,1.2275
1.2345,1.219,1.2316
1.2465,1.2274,1.2402
1.2437,1.2305,1.2305
1.2347,1.2212,1.2281
1.231,1.2241,1.2265
1.2323,1.2223,1.2299
1.2436,1.2341,1.2414
1.2483,1.2383,1.2476
1.2583,1.2479,1.2525
1.2602,1.2396,1.2594
1.2648,1.255,1.263
1.2607,1.2484,1.2501
1.2599,1.245,1.2498
1.2613,1.2487,1.2533
1.2697,1.2517,1.2642
1.2675,1.2528,1.2529
1.2685,1.2538,1.2596
1.2673,1.2548,1.2559
1.261,1.2547,1.2571
1.2512,1.2452,1.2501
1.2554,1.2387,1.2405
1.2431,1.2326,1.2349
1.2431,1.2328,1.2381
1.256,1.2368,1.2553
1.2596,1.2524,1.2582
1.2592,1.2464,1.2473
1.2521,1.234,1.2369
1.2401,1.225,1.232
1.2376,1.2276,1.2287
1.2484,1.2261,1.2481
1.2562,1.2439,1.2468
1.2639,1.2517,1.2629
1.2662,1.2557,1.2602
1.2626,1.242,1.2439
1.2481,1.234,1.2405
1.2442,1.2375,1.2402
1.2576,1.2383,1.2543
1.2598,1.2428,1.2429
1.2509,1.2412,1.2496
1.2544,1.2437,1.2525
1.2543,1.2468,1.2489
1.265,1.2517,1.2548
1.2639,1.2524,1.2633
1.27,1.2603,1.2684
1.2775,1.2671,1.2759
1.2769,1.2582,1.2657
1.2777,1.2603,1.2765
1.287,1.2767,1.2821
1.2863,1.2766,1.2797
1.2927,1.2727,1.2906
1.2915,1.2828,1.2829
1.2878,1.2798,1.2816
1.2974,1.2803,1.2947
1.2993,1.2904,1.2935
1.3066,1.2917,1.3055
1.3115,1.2936,1.3028
1.3048,1.2861,1.2878
1.2926,1.2833,1.2874
1.3002,1.2853,1.2977
1.3002,1.2878,1.2883
1.2922,1.2848,1.2921
1.299,1.2834,1.285
1.2945,1.2797,1.2906
1.2917,1.2861,1.2883
1.3028,1.2809,1.3006
1.3107,1.2979,1.3094
1.3182,1.3068,1.316
1.3184,1.3087,1.3104
1.322,1.3093,1.3126
1.3171,1.3065,1.3103
1.3156,1.3068,1.3151
1.3246,1.3164,1.3245
1.3274,1.3203,1.3243
1.3303,1.3211,1.3284
1.3298,1.3233,1.3255
1.3323,1.3213,1.33
1.3339,1.3255,1.3278
1.3281,1.3232,1.3262
1.33,1.3202,1.3251
1.3269,1.3199,1.3228
1.3235,1.3144,1.316
1.3186,1.3091,1.3144
1.3258,1.3123,1.3212
1.3264,1.3148,1.3149
1.3187,1.2946,1.2983
1.3082,1.295,1.3076
1.3104,1.2906,1.2906
1.3062,1.291,1.3012
1.3101,1.3004,1.3052
1.3165,1.3035,1.3138
1.3291,1.3131,1.3272
1.3367,1.3263,1.3292
1.3325,1.3206,1.3235
1.3277,1.3222,1.3246
1.3271,1.3206,1.3224
1.3255,1.3135,1.3182
1.3204,1.3122,1.316
1.3256,1.3135,1.3246
1.3281,1.3204,1.3237
1.3254,1.2929,1.2956
1.299,1.277,1.2792
1.28,1.2639,1.2657
1.2796,1.2729,1.2754
1.2838,1.2704,1.2823
1.31,1.2804,1.3091
1.3135,1.2983,1.3113
1.3165,1.305,1.3153
1.3159,1.3078,1.3094
1.3123,1.2968,1.3
1.2943,1.2682,1.2756
1.2785,1.2662,1.268
1.2943,1.2655,1.2753
1.2917,1.2485,1.2813
1.2836,1.2722,1.2775
1.2707,1.2583,1.2666
1.2702,1.2638,1.268
1.2694,1.2608,1.2656
1.2991,1.261,1.2966
1.3082,1.2861,1.3048
1.316,1.2943,1.3156
1.3168,1.3051,1.3063
1.3204,1.3025,1.3203
1.322,1.3145,1.3164
1.3188,1.3097,1.3113
1.3167,1.3114,1.314
1.3206,1.3065,1.3081
1.3148,1.3034,1.3131
1.3263,1.3111,1.3238
1.3349,1.3199,1.3321
1.3424,1.33,1.3371
1.3425,1.3341,1.3408
1.3513,1.3401,1.3494
1.351,1.3426,1.3442
1.345,1.3376,1.343
1.3549,1.3414,1.3515
1.353,1.3423,1.3445
1.3468,1.3346,1.337
1.3392,1.3303,1.3339
1.3358,1.3202,1.3236
1.3262,1.3175,1.3176
1.3219,1.307,1.3098
1.3149,1.3043,1.3085
1.3162,1.3048,1.3102
1.3179,1.2977,1.299
1.2977,1.2828,1.2861
1.297,1.2794,1.284
1.2872,1.2804,1.2853
1.2917,1.2793,1.2827
1.2826,1.2698,1.2699
1.2771,1.2666,1.276
1.2834,1.2658,1.2682
1.2725,1.2607,1.2717
1.2732,1.2626,1.2653
1.2671,1.2461,1.2465
1.2464,1.233,1.2373
1.2503,1.2375,1.2484
1.2503,1.2368,1.2452
1.2469,1.2337,1.2347
1.2373,1.2156,1.2171
1.2215,1.1945,1.2015
1.2095,1.1698,1.1854
1.1919,1.1758,1.1906
1.2074,1.1908,1.1978
1.2033,1.1848,1.1873
1.1858,1.1582,1.1605
1.1638,1.1516,1.1598
1.167,1.1391,1.1455
1.1498,1.1358,1.1477
1.1684,1.1514,1.1684
1.1819,1.1501,1.1722
1.1759,1.1602,1.1652
1.1768,1.1583,1.1723
1.1816,1.1594,1.16
1.1603,1.1523,1.1553
1.1745,1.1531,1.1735
1.1789,1.1597,1.1629
1.1747,1.1591,1.1722
1.1728,1.1563,1.162
1.1736,1.1607,1.1707
1.1788,1.1698,1.1735
1.177,1.1687,1.174
1.1734,1.1454,1.1473
1.1428,1.1259,1.127
1.1254,1.1058,1.1124
1.1242,1.1074,1.1229
1.1289,1.1133,1.1193
1.1218,1.1095,1.1188
1.1224,1.114,1.1168
1.1158,1.097,1.1155
1.1477,1.114,1.1461
1.1568,1.1402,1.1443
1.1473,1.1312,1.1355
1.143,1.1158,1.1185
1.1325,1.119,1.1288
1.1403,1.1276,1.1394
1.1394,1.1273,1.1299
1.1319,1.1195,1.1314
1.1364,1.1269,1.1345
1.1454,1.1326,1.1416
1.1542,1.1351,1.1531
1.1623,1.1498,1.1605
1.1613,1.1518,1.1539
1.1539,1.1227,1.1249
1.1341,1.111,1.1293
1.1446,1.1283,1.1418
1.1428,1.1341,1.1351
1.1434,1.1302,1.1415
1.1485,1.14,1.148
1.1531,1.1444,1.151
1.1557,1.142,1.1544
1.1568,1.138,1.141
1.1462,1.1357,1.1382
1.1397,1.1216,1.1223
